File.ID	File.Name	Data.Category	Data.Type	Project.ID	Case.ID	Sample.ID	Sample.Type
1488	05dfc810-b62a-40c4-95c3-522845ddcb5b	f3323c6a-95d6-4580-8c3a-d3f82fdf6416.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A61I	TCGA-IQ-A61I-01A	Primary Tumor
1489	cfa7e347-6ad5-4300-b0a1-d5ce0dabc661	00bed789-1573-4f1a-bc93-4ace31a32a6a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A4II	TCGA-BA-A4II-01A	Primary Tumor
1490	1df6a7e7-183b-4576-a3f3-bd965569b97f	ce095c55-67b4-4217-92e5-58ea6f5eb0bc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FI-A2CX	TCGA-FI-A2CX-01A	Primary Tumor
1491	6206fa28-785b-40f2-ba3a-2fb06f788676	11709e82-3ff0-4347-a611-46b99c28942d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A9TH	TCGA-HC-A9TH-01A	Primary Tumor
1492	b0552f06-2657-4c54-8fa5-0a78c3dccaf5	4f7c17d5-d701-4ae8-9e67-358d5afe3c8c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-HD-7754	TCGA-HD-7754-01A	Primary Tumor
1493	5db44bba-97b3-47b1-b561-e5b77a4bf02e	c65051d8-4815-4a9d-be65-de1aa152a346.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7247	TCGA-CV-7247-01A	Primary Tumor
1494	16a0178c-32a2-4688-a629-c298233e0b3d	138c0189-8cfb-4b61-9757-4021594f5307.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-WA-A7GZ	TCGA-WA-A7GZ-11A	Solid Tissue Normal
1495	1ee10b5b-05e2-45a5-8abc-5f378eaceb58	753e5359-133b-4139-99f9-f28df7e3d1c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7424	TCGA-CV-7424-11A	Solid Tissue Normal
1496	904cd363-e826-4feb-b379-519e6278fc51	00f32c8e-2a91-485b-99c9-6e2e22addec1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-DQ-5629	TCGA-DQ-5629-01A	Primary Tumor
1497	a92b308f-a104-42f3-80f0-4bf09c56f951	494ca558-baef-4580-9662-19f2b8527858.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7781	TCGA-EJ-7781-01A	Primary Tumor
1498	49bf4d26-8d13-4162-a837-c5e1f3eb14e9	ef945dd7-57f3-4b23-9261-8ed49f0be376.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A7B3	TCGA-KK-A7B3-01A	Primary Tumor
1499	d5a13ee6-c5c0-419c-84bf-268e0748601c	f98004e6-f3c4-4748-8aed-07110e105e5f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-A49C	TCGA-CN-A49C-01A	Primary Tumor
1500	cb76eaa5-36bd-49aa-8301-d752230ea9d6	acc7d983-3759-489f-844f-d87543f07b26.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4223	TCGA-BB-4223-01A	Primary Tumor
1501	2e467608-9685-4f92-bea7-e97fa05e4d6c	6ce53ab9-7320-4a5a-8284-bf3021e29e24.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HC	TCGA-AX-A2HC-11A	Solid Tissue Normal
1502	ddfaf176-51b5-4e71-9dd2-68df1ee45314	4ebd9936-0b27-4aae-ad0e-7ef56cea61c9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-A8YP	TCGA-BA-A8YP-01A	Primary Tumor
1503	e4ab8e76-5999-4e2f-82ea-d018d9be99d0	8f38b3ce-c3ee-4b0c-8199-da067096206f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J9-A52B	TCGA-J9-A52B-01A	Primary Tumor
1504	d7270e25-59b7-48fe-9fe8-139108353bc4	a189f012-5db6-458e-8470-a12981b0c9d4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A45Z	TCGA-CV-A45Z-01A	Primary Tumor
1505	4cc72781-f45e-42c3-8a1b-0239b7abb33a	0a97763c-08d7-4ebd-95dd-b0434f8d8345.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A6HX	TCGA-HC-A6HX-01A	Primary Tumor
1506	71b986d0-235b-4b26-9085-3ce81bc2a733	fa85b238-f8d6-4c71-b5e0-fdba959b4122.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7752	TCGA-HC-7752-11A	Solid Tissue Normal
1507	a5abda76-9016-4707-ab1e-24931324468b	37510c26-3396-4083-b06c-02d145829e30.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FL-A3WE	TCGA-FL-A3WE-11A	Solid Tissue Normal
1508	0d7ba655-374a-421b-93bb-1159e456ed77	a4e355f9-b44d-43ab-ba1e-d76e0538f8fb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6941	TCGA-CV-6941-01A	Primary Tumor
1509	04e31e59-f9cc-41d0-8a96-93db8de7c6ca	15575a5e-1524-44fc-b25c-96b4598ccda1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A059	TCGA-AP-A059-01A	Primary Tumor
1510	a92199cd-1d7e-43c0-bb15-0b56587e7c87	cccd4262-87e3-4c9e-8ba2-661d3ec22cda.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A1NS	TCGA-D1-A1NS-01A	Primary Tumor
1511	f2bf5380-66f8-4729-8de0-8affd4ec9b08	43e55b9c-a752-44eb-8299-d25f72befeeb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A632	TCGA-HC-A632-01A	Primary Tumor
1512	719219d2-f6f5-4ea0-8ac9-77e686609ac1	6782154b-fab1-46ff-ae92-5432fc96013e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MT-A67F	TCGA-MT-A67F-01A	Primary Tumor
1513	2b91e0f7-d934-41c1-9792-7a15c063f33f	39ff47a9-877b-43c5-9e73-46dab12bf4c4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A3K1	TCGA-AP-A3K1-01A	Primary Tumor
1514	d0f3a508-0761-4b8f-9688-bc79677d3e18	590cf22a-755d-4779-a91d-565a5208a372.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BB-4228	TCGA-BB-4228-01A	Primary Tumor
1515	7f6f8b19-db94-4044-b62a-32f56a030b06	184a1f09-5179-4704-8d18-ea58329cb552.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7821	TCGA-HC-7821-01A	Primary Tumor
1516	2aaa3d20-cb91-4362-9ff3-510a4f5b35ec	eff2d9bb-5bfd-451b-94f9-37080e4611ec.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A4ZV	TCGA-HC-A4ZV-01A	Primary Tumor
1517	4882c0b0-7550-45ca-a0f0-25603976c150	74e8d5cd-2823-47bd-9b89-cf43ce6fa292.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0M4	TCGA-BG-A0M4-01A	Primary Tumor
1518	9855bc1b-f40e-4e18-9ce2-4aae3dc8c263	23e18feb-ec4e-40f4-97bb-7567af02c1e4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7391	TCGA-CR-7391-01A	Primary Tumor
1519	3f446271-df81-4764-9d73-f1604e16f400	af5eab76-9014-4e19-ae61-b9d523693ee1.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A8QY	TCGA-ZG-A8QY-01A	Primary Tumor
1520	566df9ae-2331-4873-b778-19f47d843843	e36f84b0-a02f-4d1f-94a8-a6cacf14b1d7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5498	TCGA-EJ-5498-01A	Primary Tumor
1521	87a2f831-6681-4ff0-b3c8-3d6c63d15561	3e7a9494-07e7-4f19-a646-fcc7b9e2c89e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EC-A1NJ	TCGA-EC-A1NJ-01A	Primary Tumor
1522	3e603237-7edc-48ed-92a0-178954db9fa4	ceaca530-f0eb-4b5c-9107-4f072a480000.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GO	TCGA-EY-A1GO-01A	Primary Tumor
1523	9b8da9f4-4ea8-4437-924b-10fd28d41b90	7b86351f-5a09-4aa3-8d4e-ea124f5fbe93.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FL-A1YM	TCGA-FL-A1YM-11A	Solid Tissue Normal
1524	0205153c-8bc9-4396-8963-96861cac14e6	d46b9d71-479f-4f2d-a571-b0d9e9ccc72e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6482	TCGA-CR-6482-01A	Primary Tumor
1525	c6067f7e-3e6b-4a5b-b5a5-97db5662fddb	80ba6169-1f5a-415b-a1b0-e16ac6427e18.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17M	TCGA-D1-A17M-01A	Primary Tumor
1526	feddaab7-bd5c-4d0a-bfd2-4855d22293cb	d2b1cf88-1050-4da4-a507-0e026987b6f8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A0K3	TCGA-B5-A0K3-01A	Primary Tumor
1527	2b2a461f-ba15-47a9-b626-fc489b67a6b1	10fb2286-8406-416f-80de-02b8b09b5bb5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8IA	TCGA-KK-A8IA-01A	Primary Tumor
1528	66133deb-08c9-4d84-913b-469c4e6fae63	06dc3b74-4514-4f97-b6a0-28b0ecca2262.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-A61J	TCGA-IQ-A61J-01A	Primary Tumor
1529	30e40801-d273-43f7-8f10-65aa8a8bf5b1	a210d103-3512-496c-82bf-515a6edcd7e7.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6869	TCGA-BA-6869-01A	Primary Tumor
1530	1ce36ade-aae1-4b2e-9324-dd3d1daed38f	29598ecd-300b-4134-9b2e-542ea8e67d4e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-6471	TCGA-CR-6471-01A	Primary Tumor
1531	a8d83474-5e47-4ffe-ae31-ab8b11aafde6	0ff7a685-628d-42b2-a7e4-d76b7aa875a3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A9WY	TCGA-YL-A9WY-01A	Primary Tumor
1532	9cfb87ac-f45e-4419-ac64-cf38b403831a	8cb6626b-4c3d-4db5-8930-0801535f884e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G9	TCGA-A5-A0G9-01A	Primary Tumor
1533	9435c0d4-aa59-4456-ac58-fcef500dbea5	573b5b56-64cc-4b97-848f-2970163b86e9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A2QK	TCGA-AJ-A2QK-01A	Primary Tumor
1534	5515a3e8-c8d3-4901-9e5e-cb32c6c495a5	d1e47511-7e9f-403b-ad55-75ab00eeafc0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CN-4730	TCGA-CN-4730-01A	Primary Tumor
1535	407eac28-d04a-4eb1-bf74-eae9eacf3197	f5659309-d6c2-49de-a04b-4734e2b70093.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6868	TCGA-BA-6868-01B	Primary Tumor
1536	7ee8b745-8b4c-4496-95e3-4c89a3b989a7	f42ef7e5-39e3-4a91-b8bb-11a38d24c72b.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7317	TCGA-EJ-7317-11A	Solid Tissue Normal
1537	eebe12d8-8147-4e98-9762-2c6ec005ce93	4eabde76-a065-4dff-8480-722a9a5f0c5c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6934	TCGA-CV-6934-11A	Solid Tissue Normal
1538	44d1ed14-468f-4265-9c9f-b1aaf8f6f5d5	a76ff905-be26-421a-9804-9244ee42bd87.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
1539	d2fbe3ae-ea2f-4d10-8392-e424054332a8	372326a0-8232-477c-89b2-f7f08dbe7d23.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A6E8	TCGA-KK-A6E8-01A	Primary Tumor
1540	0acb2aa7-7c84-4745-b2dc-ad48cfb391d7	f61547c0-5c1b-42d4-a4c0-b700cea657e6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LT	TCGA-AP-A0LT-01A	Primary Tumor
1541	aa1d8039-157c-4e1c-9fba-0224ae4b0637	725ae5e0-0325-4f5e-ba91-7694ac1166bb.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6365	TCGA-G9-6365-01A	Primary Tumor
1542	20bbf821-0538-4d10-8100-d45aaecf53a3	d3f4a547-c742-4ed5-9cee-227735f77891.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
1543	1f07bfad-7d22-407d-8b8e-53bee7f93452	18413883-6df2-43bc-bbe3-79ad68247940.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A160	TCGA-D1-A160-01A	Primary Tumor
1544	094e518a-fb4e-4c0a-9e6e-becf04a791f6	3e940a49-f192-435a-9533-dd5a99e619e3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A0ZV	TCGA-D1-A0ZV-01A	Primary Tumor
1545	788fc3a9-0390-409d-a248-362020541736	4b1e826d-902e-4a19-b509-b4efbcf8f738.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JM	TCGA-CV-A6JM-01A	Primary Tumor
1546	ad2668bf-ab99-4edd-b80d-7c6c8a32ad3a	42e721af-8416-4866-a790-81449723669d.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-P3-A6T2	TCGA-P3-A6T2-01A	Primary Tumor
1547	dbcbdf30-bce0-4beb-93ca-e59f78b041b6	bef39330-3d03-4355-85f2-74c454d32850.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-AA3K	TCGA-QK-AA3K-01A	Primary Tumor
1548	9f89dffd-2ca4-4a71-b486-156a217b5910	15296112-e657-4329-993a-57b89ce561c8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-DI-A0WH	TCGA-DI-A0WH-01A	Primary Tumor
1549	c218280c-9672-400a-9a42-eb2c101f8f4e	dcaebf7f-b26f-4348-afb2-7092ee3a1e76.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11Q	TCGA-B5-A11Q-01A	Primary Tumor
1550	beaf7831-3ff3-4b43-ba44-4ecbbad8e538	0d649941-c94d-45ad-b063-1bdeff2e675c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2IO	TCGA-AX-A2IO-01A	Primary Tumor
1551	ca24bd69-b27e-4f8b-9317-9fe0d8bc225e	c82dd937-41c7-450e-9fc4-4ff9a4c871dc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J9-A52C	TCGA-J9-A52C-01A	Primary Tumor
1552	5fdbe707-8122-4d80-9859-d600fbb6b097	e03c58cc-b1d3-4935-87b5-92dea1ce86f5.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A1OF	TCGA-A5-A1OF-01A	Primary Tumor
1553	61fbe109-350a-44e5-953a-c53a05425554	e8caa240-51e5-41c2-8340-32613692be11.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NC	TCGA-AJ-A3NC-11A	Solid Tissue Normal
1554	f5f872aa-54f5-49b0-9321-f0e5d5620b94	522684c4-34df-4e97-b458-3b27e2136156.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-6870	TCGA-BA-6870-01A	Primary Tumor
1555	49f41141-2810-437c-bede-81a8376b22fd	6b7c8252-486c-49cc-9bfe-f8ccd0f331c0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CQ-6227	TCGA-CQ-6227-01A	Primary Tumor
1556	8ea4696f-2237-4892-bd96-72e645034482	d04f3046-4497-4cac-837b-dae18c57b298.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GQ	TCGA-EY-A1GQ-01A	Primary Tumor
1557	8da76dc9-0679-46b3-8b11-ca78ea5e70d9	2259002d-9a1a-48bd-b2a1-114f692590ef.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A59V	TCGA-KK-A59V-01A	Primary Tumor
1558	756e3a4a-e160-403c-8947-60241d165366	87fdcc77-7a65-48a5-b60d-4904b5d159e2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9OY	TCGA-V1-A9OY-01A	Primary Tumor
1559	90bd822d-ce96-4381-b6ba-3c83ff1b3ef4	a707063f-e0dd-4900-82d9-8ae77286c285.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A0LD	TCGA-AP-A0LD-01A	Primary Tumor
1560	53202e65-6c6f-4873-beff-e2f0755f045e	efff99d3-d09e-4a5b-ba7f-ce215aba57a3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-IQ-7630	TCGA-IQ-7630-01A	Primary Tumor
1561	c005c573-ab07-44df-8485-8874e57ab9d7	ae5bea01-148d-4559-9327-2f926e93bb6e.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A16O	TCGA-D1-A16O-01A	Primary Tumor
1562	c9ecc946-0462-409e-9834-dc2a4d4a7de8	178b8e44-49a8-4b27-bdba-60cb65b5012f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GK	TCGA-EY-A1GK-01A	Primary Tumor
1563	87e29b86-f3b8-40fd-b653-06ad65bcc9dd	de7ba496-046d-48ee-a24a-10e43a126de3.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EO-A1Y8	TCGA-EO-A1Y8-01A	Primary Tumor
1564	ad24ca45-61b5-46b4-9b95-b24cb9b0139d	8cbca0d4-0cbd-47b8-8643-331c67840817.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8259	TCGA-HC-8259-11A	Solid Tissue Normal
1565	2b5ede6e-675b-4cb3-9af1-2236db76c58e	f36e4e74-06c3-4c43-bfc7-427d98a7ac05.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9Z8	TCGA-V1-A9Z8-01A	Primary Tumor
1566	a565c97f-742e-4ee7-aa70-63099c4a24e2	d182c2ae-b8cb-418b-a844-1d95e275ced6.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-MZ-A5BI	TCGA-MZ-A5BI-01A	Primary Tumor
1567	f2e7ffe7-117e-401b-b37e-ea15bc0d84c6	0f2e7130-fc3e-4e65-a369-38d4ed1c6fe4.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A05H	TCGA-AP-A05H-01A	Primary Tumor
1568	5b3b1145-c9f2-4482-8d1f-9fd063624a58	f0cea1ff-b9c6-42d3-bd0e-25576ccdb83f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-5249	TCGA-CR-5249-01A	Primary Tumor
1569	cafe806a-16c3-4c02-bfaf-11922a48a878	c3e569a6-ac60-471e-a438-0d08c733e3be.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A15V	TCGA-D1-A15V-01A	Primary Tumor
1570	723497f1-8cfa-446c-b429-fa11922f76b9	472ce97a-de29-4c8c-9598-ee9a5fcc0b79.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-5248	TCGA-CR-5248-01A	Primary Tumor
1571	27a65c49-be69-4a33-aeeb-d8cca5f65002	6c8c027a-bc7f-4a73-b962-071b4decd6a9.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CR-7370	TCGA-CR-7370-01A	Primary Tumor
1572	64fe465b-42d2-480b-af9d-74482cb87f70	8ab6b107-0bc6-449b-9cc2-4ae0ac64e346.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A062	TCGA-AX-A062-01A	Primary Tumor
1573	6c4e5e60-d5be-469b-b1fc-2097bd265440	7564b1ea-846a-4c77-9cb9-ceb2e865dbf0.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A17S	TCGA-D1-A17S-01A	Primary Tumor
1574	eb5bfbd1-4f86-4212-a234-e8a15f74c008	245898d6-05ac-4e6a-b8e7-39aafeb98c71.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A5DW	TCGA-AJ-A5DW-01A	Primary Tumor
1575	d692e8ef-0a29-423e-97d1-fef2357ba775	e0320565-92ec-4cb0-a70d-043ff60fb7fc.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0TD	TCGA-BS-A0TD-01A	Primary Tumor
1576	648af1f4-2971-41ec-a45f-fad6c62c3edb	a94e8cae-cfd3-4f4a-bd6c-9cd80852128a.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KC-A7F3	TCGA-KC-A7F3-01A	Primary Tumor
1577	70e30476-75ba-4034-9bfb-b87c35252b5e	1e7bf118-08f2-4abd-901e-8a588c14f858.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1E1	TCGA-AP-A1E1-01A	Primary Tumor
1578	438def7f-2443-4484-b606-ac3306869939	2e6de4bd-bf28-443d-b6bb-f328616ad3d2.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-BA-5555	TCGA-BA-5555-01A	Primary Tumor
1579	187660dc-1459-4e0e-bf0f-224fb0c6ce87	4aa47c55-a9f5-4a3b-94b0-10b350c63999.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6943	TCGA-CV-6943-11A	Solid Tissue Normal
1580	23b4d714-4c40-4de4-be80-9104e81159f7	b9d5ffd6-8f3e-4d52-a6dc-671654ade688.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NF	TCGA-EJ-A7NF-01A	Primary Tumor
1581	278068fe-59c6-4dc0-8e07-81b0cd64add6	e01732d2-be57-4d3c-aa99-326d38ec2226.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A3FT	TCGA-AX-A3FT-01A	Primary Tumor
1582	380d83df-25ea-4122-a59a-e7fb1297a640	74d699e7-e9f5-4bf7-a939-c32493016921.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GV	TCGA-A5-A0GV-01A	Primary Tumor
1583	76b6f271-bf18-431d-959b-ece29e788124	e1e1315d-d5e9-44da-8837-6d831d0b1fce.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7080	TCGA-HC-7080-01A	Primary Tumor
1584	f48c5b0b-84a0-4906-8315-c8a6289e593f	53b04dae-845b-4fc0-b98e-49ab5f81663f.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6952	TCGA-CV-6952-01A	Primary Tumor
1585	102ce3b6-0dbc-4702-a156-5f1c8da78b14	51500805-d88a-4f67-9beb-04a7228033c8.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0GN	TCGA-A5-A0GN-01A	Primary Tumor
1586	6865928b-b57a-4c3b-8d82-f5e8f1b9fa35	abb994fc-71fb-4ea3-9607-94ed78fcad3c.FPKM-UQ.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0U5	TCGA-BS-A0U5-01A	Primary Tumor
